Len	LD
7794	1.0
7785	1.0
7777	1.0
7732	1.0
7731	1.0
7689	1.0
7659	1.0
7658	1.0
7647	0.5238
7559	1.0
7442	1.0
7376	1.0
7375	1.0
7374	1.0
7371	1.0
7314	1.0
7204	1.0
7190	1.0
7147	1.0
7079	1.0
7078	1.0
7045	1.0
7027	1.0
7025	1.0
6951	0.4444
6941	1.0
6820	1.0
6819	1.0
6799	1.0
6652	1.0
6629	1.0
6619	1.0
6618	1.0
6617	1.0
6608	0.1667
6597	1.0
6596	1.0
6519	1.0
6505	1.0
6462	1.0
6460	1.0
6437	1.0
6393	1.0
6392	1.0
6359	1.0
6341	1.0
6339	1.0
6265	0.0476
6255	1.0
6133	1.0
6128	1.0
5995	1.0
5941	1.0
5932	1.0
5928	1.0
5858	1.0
5663	1.0
5634	1.0
5633	1.0
5569	1.0
5502	1.0
5377	1.0
5369	1.0
5368	1.0
5359	0.1667
5353	0.0476
5035	1.0
4908	1.0
4900	1.0
4893	1.0
4866	1.0
4569	1.0
4444	1.0
4442	1.0
4427	1.0
4422	0.3333
4104	1.0
3979	1.0
3962	1.0
3943	1.0
3934	0.1667
3749	1.0
3650	1.0
3639	1.0
3014	1.0
2975	1.0
2950	1.0
2894	1.0
2617	1.0
2531	1.0
2011	1.0
1906	1.0
1849	1.0
1824	1.0
1756	1.0
1525	1.0
1498	1.0
721	1.0
168	1.0
914	1.0
931	1.0
935	1.0
1077	1.0
1527	1.0
1662	1.0
1734	1.0
1959	1.0
2614	1.0
2932	1.0
3487	1.0
4195	1.0
5182	1.0
5312	1.0
5351	1.0
5494	1.0
6297	1.0
6696	1.0
7572	1.0
7867	1.0
8398	1.0
8438	0.1667
8651	1.0
9111	1.0
8309	1.0
8260	1.0
8104	1.0
8076	1.0
8075	1.0
8074	1.0
8064	1.0
8056	1.0
8055	1.0
8038	1.0
7980	1.0
7971	1.0
7970	1.0
7963	1.0
7962	1.0
7953	1.0
7945	1.0
7900	1.0
7899	1.0
7857	1.0
7827	1.0
7826	1.0
7815	0.5238
7727	1.0
7610	1.0
7544	1.0
7543	1.0
7542	1.0
7539	1.0
7482	1.0
7372	1.0
7358	1.0
7315	1.0
7247	1.0
7246	1.0
7213	1.0
7195	1.0
7193	1.0
7119	0.4444
7109	1.0
6988	1.0
6987	1.0
6967	1.0
6820	1.0
6797	1.0
6787	1.0
6786	1.0
6785	1.0
6776	0.1667
6765	1.0
6764	1.0
6687	1.0
6673	1.0
6630	1.0
6628	1.0
6605	1.0
6561	1.0
6560	1.0
6527	1.0
6509	1.0
6507	1.0
6433	0.0476
6423	1.0
6301	1.0
6296	1.0
6163	1.0
6109	1.0
6100	1.0
6096	1.0
6026	1.0
5831	1.0
5802	1.0
5801	1.0
5737	1.0
5670	1.0
5545	1.0
5537	1.0
5536	1.0
5527	0.1667
5521	0.0476
5203	1.0
5076	1.0
5068	1.0
5061	1.0
5034	1.0
4737	1.0
4612	1.0
4610	1.0
4595	1.0
4590	0.3333
4272	1.0
4147	1.0
4130	1.0
4111	1.0
4102	0.1667
3917	1.0
3818	1.0
3807	1.0
3928	1.0
3889	1.0
3864	1.0
3808	1.0
3531	1.0
3445	1.0
2925	1.0
2820	1.0
2763	1.0
2738	1.0
2670	1.0
2439	1.0
2412	1.0
1635	1.0
1082	1.0
914	1.0
17	1.0
21	1.0
163	1.0
613	1.0
748	1.0
820	1.0
1045	1.0
1700	1.0
2018	1.0
2573	1.0
3281	1.0
4268	1.0
4398	1.0
4437	1.0
4580	1.0
5383	1.0
5782	1.0
6658	1.0
6953	1.0
7484	1.0
7524	0.1667
7737	1.0
8197	1.0
9223	1.0
9174	1.0
9018	1.0
8990	1.0
8989	1.0
8988	1.0
8978	1.0
8970	1.0
8969	1.0
8952	1.0
8894	1.0
8885	1.0
8884	1.0
8877	1.0
8876	1.0
8867	1.0
8859	1.0
8814	1.0
8813	1.0
8771	1.0
8741	1.0
8740	1.0
8729	0.5238
8641	1.0
8524	1.0
8458	1.0
8457	1.0
8456	1.0
8453	1.0
8396	1.0
8286	1.0
8272	1.0
8229	1.0
8161	1.0
8160	1.0
8127	1.0
8109	1.0
8107	1.0
8033	0.4444
8023	1.0
7902	1.0
7901	1.0
7881	1.0
7734	1.0
7711	1.0
7701	1.0
7700	1.0
7699	1.0
7690	0.1667
7679	1.0
7678	1.0
7601	1.0
7587	1.0
7544	1.0
7542	1.0
7519	1.0
7475	1.0
7474	1.0
7441	1.0
7423	1.0
7421	1.0
7347	0.0476
7337	1.0
7215	1.0
7210	1.0
7077	1.0
7023	1.0
7014	1.0
7010	1.0
6940	1.0
6745	1.0
6716	1.0
6715	1.0
6651	1.0
6584	1.0
6459	1.0
6451	1.0
6450	1.0
6441	0.1667
6435	0.0476
6117	1.0
5990	1.0
5982	1.0
5975	1.0
5948	1.0
5651	1.0
5526	1.0
5524	1.0
5509	1.0
5504	0.3333
5186	1.0
5061	1.0
5044	1.0
5025	1.0
5016	0.1667
4831	1.0
4732	1.0
4721	1.0
3945	1.0
3906	1.0
3881	1.0
3825	1.0
3548	1.0
3462	1.0
2942	1.0
2837	1.0
2780	0.3333
2755	1.0
2687	1.0
2456	1.0
2429	1.0
1652	1.0
1099	1.0
931	1.0
17	1.0
4	1.0
146	1.0
596	1.0
731	1.0
803	1.0
1028	1.0
1683	1.0
2001	1.0
2556	1.0
3264	1.0
4251	1.0
4381	1.0
4420	1.0
4563	1.0
5366	1.0
5765	1.0
6641	1.0
6936	1.0
7467	1.0
7507	0.1667
7720	1.0
8180	1.0
9240	1.0
9191	1.0
9035	1.0
9007	1.0
9006	0.0476
9005	1.0
8995	1.0
8987	1.0
8986	1.0
8969	1.0
8911	1.0
8902	1.0
8901	0.4444
8894	1.0
8893	0.0476
8884	1.0
8876	0.4444
8831	1.0
8830	1.0
8788	1.0
8758	1.0
8757	1.0
8746	1.0
8658	1.0
8541	1.0
8475	1.0
8474	1.0
8473	1.0
8470	1.0
8413	1.0
8303	1.0
8289	1.0
8246	0.3333
8178	0.0476
8177	0.0476
8144	0.0476
8126	0.1667
8124	0.3333
8050	1.0
8040	1.0
7919	0.0476
7918	1.0
7898	0.0476
7751	1.0
7728	1.0
7718	1.0
7717	1.0
7716	1.0
7707	1.0
7696	1.0
7695	1.0
7618	1.0
7604	1.0
7561	1.0
7559	1.0
7536	1.0
7492	1.0
7491	1.0
7458	1.0
7440	0.1667
7438	0.1667
7364	1.0
7354	1.0
7232	1.0
7227	1.0
7094	0.5238
7040	0.1667
7031	0.4444
7027	0.1667
6957	1.0
6762	1.0
6733	1.0
6732	1.0
6668	1.0
6601	1.0
6476	1.0
6468	1.0
6467	1.0
6458	1.0
6452	1.0
6134	1.0
6007	1.0
5999	1.0
5992	0.0476
5965	0.5238
5668	1.0
5543	0.1667
5541	0.1667
5526	1.0
5521	1.0
5203	1.0
5078	1.0
5061	1.0
5042	0.1667
5033	0.1667
4848	1.0
4749	1.0
4738	1.0
3949	1.0
3910	1.0
3885	1.0
3829	1.0
3552	1.0
3466	1.0
2946	1.0
2841	1.0
2784	1.0
2759	1.0
2691	1.0
2460	1.0
2433	1.0
1656	1.0
1103	1.0
935	1.0
21	1.0
4	1.0
142	1.0
592	1.0
727	1.0
799	1.0
1024	1.0
1679	1.0
1997	1.0
2552	1.0
3260	1.0
4247	1.0
4377	1.0
4416	1.0
4559	1.0
5362	1.0
5761	1.0
6637	1.0
6932	1.0
7463	1.0
7503	0.1667
7716	1.0
8176	1.0
9244	1.0
9195	1.0
9039	1.0
9011	1.0
9010	1.0
9009	1.0
8999	1.0
8991	1.0
8990	1.0
8973	1.0
8915	1.0
8906	1.0
8905	1.0
8898	1.0
8897	1.0
8888	1.0
8880	1.0
8835	1.0
8834	1.0
8792	1.0
8762	1.0
8761	1.0
8750	0.5238
8662	1.0
8545	1.0
8479	1.0
8478	1.0
8477	1.0
8474	1.0
8417	1.0
8307	1.0
8293	1.0
8250	1.0
8182	1.0
8181	1.0
8148	1.0
8130	1.0
8128	1.0
8054	0.4444
8044	1.0
7923	1.0
7922	1.0
7902	1.0
7755	1.0
7732	1.0
7722	1.0
7721	1.0
7720	1.0
7711	0.1667
7700	1.0
7699	1.0
7622	1.0
7608	1.0
7565	1.0
7563	1.0
7540	1.0
7496	1.0
7495	1.0
7462	1.0
7444	1.0
7442	1.0
7368	0.0476
7358	1.0
7236	1.0
7231	1.0
7098	1.0
7044	1.0
7035	1.0
7031	1.0
6961	1.0
6766	1.0
6737	1.0
6736	1.0
6672	1.0
6605	1.0
6480	1.0
6472	1.0
6471	1.0
6462	0.1667
6456	0.0476
6138	1.0
6011	1.0
6003	1.0
5996	1.0
5969	1.0
5672	1.0
5547	1.0
5545	1.0
5530	1.0
5525	0.3333
5207	1.0
5082	1.0
5065	1.0
5046	1.0
5037	0.1667
4852	1.0
4753	1.0
4742	1.0
4091	1.0
4052	1.0
4027	1.0
3971	1.0
3694	1.0
3608	1.0
3088	1.0
2983	1.0
2926	0.2
2901	1.0
2833	1.0
2602	1.0
2575	1.0
1798	1.0
1245	1.0
1077	1.0
163	1.0
146	1.0
142	1.0
450	1.0
585	1.0
657	1.0
882	1.0
1537	1.0
1855	1.0
2410	1.0
3118	1.0
4105	1.0
4235	1.0
4274	1.0
4417	1.0
5220	1.0
5619	1.0
6495	1.0
6790	1.0
7321	1.0
7361	0.5
7574	1.0
8034	1.0
9386	0.0
9337	1.0
9181	0.2
9153	1.0
9152	1.0
9151	1.0
9141	1.0
9133	1.0
9132	1.0
9115	1.0
9057	1.0
9048	1.0
9047	1.0
9040	1.0
9039	0.3333
9030	1.0
9022	1.0
8977	0.0
8976	0.0
8934	1.0
8904	1.0
8903	1.0
8892	0.3333
8804	1.0
8687	1.0
8621	1.0
8620	1.0
8619	1.0
8616	0.5
8559	0.5
8449	1.0
8435	1.0
8392	0.2
8324	1.0
8323	1.0
8290	0.3333
8272	0.5
8270	0.2
8196	0.0
8186	1.0
8065	1.0
8064	1.0
8044	0.3333
7897	1.0
7874	0.3333
7864	1.0
7863	1.0
7862	1.0
7853	0.5
7842	1.0
7841	1.0
7764	1.0
7750	1.0
7707	1.0
7705	1.0
7682	1.0
7638	1.0
7637	1.0
7604	1.0
7586	0.5
7584	0.5
7510	0.3333
7500	1.0
7378	1.0
7373	1.0
7240	1.0
7186	0.5
7177	0.5
7173	0.0
7103	1.0
6908	1.0
6879	1.0
6878	1.0
6814	1.0
6747	1.0
6622	1.0
6614	1.0
6613	1.0
6604	0.5
6598	1.0
6280	1.0
6153	1.0
6145	1.0
6138	0.3333
6111	0.3333
5814	1.0
5689	0.5
5687	0.5
5672	1.0
5667	0.2
5349	1.0
5224	1.0
5207	1.0
5188	0.5
5179	0.5
4994	1.0
4895	1.0
4884	1.0
4541	1.0
4502	1.0
4477	1.0
4421	1.0
4144	1.0
4058	1.0
3538	1.0
3433	1.0
3376	1.0
3351	1.0
3283	1.0
3052	1.0
3025	1.0
2248	1.0
1695	1.0
1527	1.0
613	1.0
596	1.0
592	1.0
450	1.0
135	1.0
207	1.0
432	1.0
1087	1.0
1405	1.0
1960	1.0
2668	1.0
3655	1.0
3785	1.0
3824	1.0
3967	1.0
4770	1.0
5169	1.0
6045	1.0
6340	1.0
6871	1.0
6911	0.1667
7124	1.0
7584	1.0
9696	1.0
9745	1.0
9631	1.0
9603	1.0
9602	1.0
9601	1.0
9591	1.0
9583	1.0
9582	1.0
9565	1.0
9507	1.0
9498	1.0
9497	1.0
9490	1.0
9489	1.0
9480	1.0
9472	1.0
9427	1.0
9426	1.0
9384	1.0
9354	1.0
9353	1.0
9342	0.5238
9254	1.0
9137	1.0
9071	1.0
9070	1.0
9069	1.0
9066	1.0
9009	1.0
8899	1.0
8885	1.0
8842	1.0
8774	1.0
8773	1.0
8740	1.0
8722	1.0
8720	1.0
8646	0.4444
8636	1.0
8515	1.0
8514	1.0
8494	1.0
8347	1.0
8324	1.0
8314	1.0
8313	1.0
8312	1.0
8303	0.1667
8292	1.0
8291	1.0
8214	1.0
8200	1.0
8157	1.0
8155	1.0
8132	1.0
8088	1.0
8087	1.0
8054	1.0
8036	1.0
8034	1.0
7960	0.0476
7950	1.0
7828	1.0
7823	1.0
7690	1.0
7636	1.0
7627	1.0
7623	1.0
7553	1.0
7358	1.0
7329	1.0
7328	1.0
7264	1.0
7197	1.0
7072	1.0
7064	1.0
7063	1.0
7054	0.1667
7048	0.0476
6730	1.0
6603	1.0
6595	1.0
6588	1.0
6561	1.0
6264	1.0
6139	1.0
6137	1.0
6122	1.0
6117	0.3333
5799	1.0
5674	1.0
5657	1.0
5638	1.0
5629	0.1667
5444	1.0
5345	1.0
5334	1.0
4676	1.0
4637	1.0
4612	1.0
4556	1.0
4279	1.0
4193	1.0
3673	1.0
3568	1.0
3511	1.0
3486	1.0
3418	1.0
3187	1.0
3160	1.0
2383	1.0
1830	1.0
1662	1.0
748	1.0
731	1.0
727	1.0
585	1.0
135	1.0
72	1.0
297	1.0
952	1.0
1270	1.0
1825	1.0
2533	1.0
3520	1.0
3650	1.0
3689	1.0
3832	1.0
4635	1.0
5034	1.0
5910	1.0
6205	1.0
6736	1.0
6776	0.1667
6989	1.0
7449	1.0
9561	1.0
9610	1.0
9766	1.0
9738	1.0
9737	1.0
9736	1.0
9726	1.0
9718	1.0
9717	1.0
9700	1.0
9642	1.0
9633	1.0
9632	1.0
9625	1.0
9624	1.0
9615	1.0
9607	1.0
9562	1.0
9561	1.0
9519	1.0
9489	1.0
9488	1.0
9477	0.5238
9389	1.0
9272	1.0
9206	1.0
9205	1.0
9204	1.0
9201	1.0
9144	1.0
9034	1.0
9020	1.0
8977	1.0
8909	1.0
8908	1.0
8875	1.0
8857	1.0
8855	1.0
8781	0.4444
8771	1.0
8650	1.0
8649	1.0
8629	1.0
8482	1.0
8459	1.0
8449	1.0
8448	1.0
8447	1.0
8438	0.1667
8427	1.0
8426	1.0
8349	1.0
8335	1.0
8292	1.0
8290	1.0
8267	1.0
8223	1.0
8222	1.0
8189	1.0
8171	1.0
8169	1.0
8095	0.0476
8085	1.0
7963	1.0
7958	1.0
7825	1.0
7771	1.0
7762	1.0
7758	1.0
7688	1.0
7493	1.0
7464	1.0
7463	1.0
7399	1.0
7332	1.0
7207	1.0
7199	1.0
7198	1.0
7189	0.1667
7183	0.0476
6865	1.0
6738	1.0
6730	1.0
6723	1.0
6696	1.0
6399	1.0
6274	1.0
6272	1.0
6257	1.0
6252	0.3333
5934	1.0
5809	1.0
5792	1.0
5773	1.0
5764	0.1667
5579	1.0
5480	1.0
5469	1.0
4748	1.0
4709	1.0
4684	1.0
4628	1.0
4351	1.0
4265	1.0
3745	1.0
3640	1.0
3583	1.0
3558	1.0
3490	1.0
3259	1.0
3232	1.0
2455	1.0
1902	1.0
1734	1.0
820	1.0
803	1.0
799	1.0
657	1.0
207	1.0
72	1.0
225	1.0
880	1.0
1198	1.0
1753	1.0
2461	1.0
3448	1.0
3578	1.0
3617	1.0
3760	1.0
4563	1.0
4962	1.0
5838	1.0
6133	1.0
6664	1.0
6704	0.1667
6917	1.0
7377	1.0
9489	1.0
9538	1.0
9694	1.0
9722	1.0
9723	1.0
9724	1.0
9734	1.0
9742	1.0
9743	1.0
9760	1.0
9714	1.0
9705	1.0
9704	1.0
9697	1.0
9696	1.0
9687	1.0
9679	1.0
9634	1.0
9633	1.0
9591	1.0
9561	1.0
9560	1.0
9549	0.5238
9461	1.0
9344	1.0
9278	1.0
9277	1.0
9276	1.0
9273	1.0
9216	1.0
9106	1.0
9092	1.0
9049	1.0
8981	1.0
8980	1.0
8947	1.0
8929	1.0
8927	1.0
8853	0.4444
8843	1.0
8722	1.0
8721	1.0
8701	1.0
8554	1.0
8531	1.0
8521	1.0
8520	1.0
8519	1.0
8510	0.1667
8499	1.0
8498	1.0
8421	1.0
8407	1.0
8364	1.0
8362	1.0
8339	1.0
8295	1.0
8294	1.0
8261	1.0
8243	1.0
8241	1.0
8167	0.0476
8157	1.0
8035	1.0
8030	1.0
7897	1.0
7843	1.0
7834	1.0
7830	1.0
7760	1.0
7565	1.0
7536	1.0
7535	1.0
7471	1.0
7404	1.0
7279	1.0
7271	1.0
7270	1.0
7261	0.1667
7255	0.0476
6937	1.0
6810	1.0
6802	1.0
6795	1.0
6768	1.0
6471	1.0
6346	1.0
6344	1.0
6329	1.0
6324	0.3333
6006	1.0
5881	1.0
5864	1.0
5845	1.0
5836	0.1667
5651	1.0
5552	1.0
5541	1.0
4973	1.0
4934	1.0
4909	1.0
4853	1.0
4576	1.0
4490	1.0
3970	1.0
3865	1.0
3808	1.0
3783	1.0
3715	1.0
3484	1.0
3457	1.0
2680	1.0
2127	1.0
1959	1.0
1045	1.0
1028	1.0
1024	1.0
882	1.0
432	1.0
297	1.0
225	1.0
655	1.0
973	1.0
1528	1.0
2236	1.0
3223	1.0
3353	1.0
3392	1.0
3535	1.0
4338	1.0
4737	1.0
5613	1.0
5908	1.0
6439	1.0
6479	0.1667
6692	1.0
7152	1.0
9264	1.0
9313	1.0
9469	1.0
9497	1.0
9498	1.0
9499	1.0
9509	1.0
9517	1.0
9518	1.0
9535	1.0
9593	1.0
9602	1.0
9603	1.0
9610	1.0
9611	1.0
9620	1.0
9628	1.0
9673	1.0
9674	1.0
9716	1.0
9746	1.0
9747	1.0
9758	0.5238
9686	1.0
9569	1.0
9503	1.0
9502	1.0
9501	1.0
9498	1.0
9441	1.0
9331	1.0
9317	1.0
9274	1.0
9206	1.0
9205	1.0
9172	1.0
9154	1.0
9152	1.0
9078	0.4444
9068	1.0
8947	1.0
8946	1.0
8926	1.0
8779	1.0
8756	1.0
8746	1.0
8745	1.0
8744	1.0
8735	0.1667
8724	1.0
8723	1.0
8646	1.0
8632	1.0
8589	1.0
8587	1.0
8564	1.0
8520	1.0
8519	1.0
8486	1.0
8468	1.0
8466	1.0
8392	0.0476
8382	1.0
8260	1.0
8255	1.0
8122	1.0
8068	1.0
8059	1.0
8055	1.0
7985	1.0
7790	1.0
7761	1.0
7760	1.0
7696	1.0
7629	1.0
7504	1.0
7496	1.0
7495	1.0
7486	0.1667
7480	0.0476
7162	1.0
7035	1.0
7027	1.0
7020	1.0
6993	1.0
6696	1.0
6571	1.0
6569	1.0
6554	1.0
6549	0.3333
6231	1.0
6106	1.0
6089	1.0
6070	1.0
6061	0.1667
5876	1.0
5777	1.0
5766	1.0
5628	1.0
5589	1.0
5564	1.0
5508	1.0
5231	1.0
5145	1.0
4625	1.0
4520	1.0
4463	0.3333
4438	1.0
4370	1.0
4139	1.0
4112	1.0
3335	1.0
2782	1.0
2614	1.0
1700	1.0
1683	1.0
1679	1.0
1537	1.0
1087	1.0
952	1.0
880	1.0
655	1.0
318	1.0
873	1.0
1581	1.0
2568	1.0
2698	1.0
2737	1.0
2880	1.0
3683	1.0
4082	1.0
4958	1.0
5253	1.0
5784	1.0
5824	0.1667
6037	1.0
6497	1.0
8609	1.0
8658	1.0
8814	1.0
8842	1.0
8843	0.0476
8844	1.0
8854	1.0
8862	1.0
8863	1.0
8880	1.0
8938	1.0
8947	1.0
8948	0.4444
8955	1.0
8956	0.0476
8965	1.0
8973	0.4444
9018	1.0
9019	1.0
9061	1.0
9091	1.0
9092	1.0
9103	1.0
9191	1.0
9308	1.0
9374	1.0
9375	1.0
9376	1.0
9379	1.0
9436	1.0
9546	1.0
9560	1.0
9603	0.3333
9671	0.0476
9672	0.0476
9705	0.0476
9723	0.1667
9725	0.3333
9733	1.0
9723	1.0
9602	0.0476
9601	1.0
9581	0.0476
9434	1.0
9411	1.0
9401	1.0
9400	1.0
9399	1.0
9390	1.0
9379	1.0
9378	1.0
9301	1.0
9287	1.0
9244	1.0
9242	1.0
9219	1.0
9175	1.0
9174	1.0
9141	1.0
9123	0.1667
9121	0.1667
9047	1.0
9037	1.0
8915	1.0
8910	1.0
8777	0.5238
8723	0.1667
8714	0.4444
8710	0.1667
8640	1.0
8445	1.0
8416	1.0
8415	1.0
8351	1.0
8284	1.0
8159	1.0
8151	1.0
8150	1.0
8141	1.0
8135	1.0
7817	1.0
7690	1.0
7682	1.0
7675	0.0476
7648	0.5238
7351	1.0
7226	0.1667
7224	0.1667
7209	1.0
7204	1.0
6886	1.0
6761	1.0
6744	1.0
6725	0.1667
6716	0.1667
6531	1.0
6432	1.0
6421	1.0
5946	1.0
5907	1.0
5882	1.0
5826	1.0
5549	1.0
5463	1.0
4943	1.0
4838	1.0
4781	1.0
4756	1.0
4688	1.0
4457	1.0
4430	1.0
3653	1.0
3100	1.0
2932	1.0
2018	1.0
2001	1.0
1997	1.0
1855	1.0
1405	1.0
1270	1.0
1198	1.0
973	1.0
318	1.0
555	1.0
1263	1.0
2250	1.0
2380	1.0
2419	1.0
2562	1.0
3365	1.0
3764	1.0
4640	1.0
4935	1.0
5466	1.0
5506	0.1667
5719	1.0
6179	1.0
8291	1.0
8340	1.0
8496	1.0
8524	1.0
8525	1.0
8526	1.0
8536	1.0
8544	1.0
8545	1.0
8562	1.0
8620	1.0
8629	1.0
8630	1.0
8637	1.0
8638	1.0
8647	1.0
8655	1.0
8700	1.0
8701	1.0
8743	1.0
8773	1.0
8774	1.0
8785	0.5238
8873	1.0
8990	1.0
9056	1.0
9057	1.0
9058	1.0
9061	1.0
9118	1.0
9228	1.0
9242	1.0
9285	1.0
9353	1.0
9354	1.0
9387	1.0
9405	1.0
9407	1.0
9481	0.4444
9491	1.0
9612	1.0
9613	1.0
9633	1.0
9752	1.0
9729	1.0
9719	1.0
9718	1.0
9717	1.0
9708	0.1667
9697	1.0
9696	1.0
9619	1.0
9605	1.0
9562	1.0
9560	1.0
9537	1.0
9493	1.0
9492	1.0
9459	1.0
9441	1.0
9439	1.0
9365	0.0476
9355	1.0
9233	1.0
9228	1.0
9095	1.0
9041	1.0
9032	1.0
9028	1.0
8958	1.0
8763	1.0
8734	1.0
8733	1.0
8669	1.0
8602	1.0
8477	1.0
8469	1.0
8468	1.0
8459	0.1667
8453	0.0476
8135	1.0
8008	1.0
8000	1.0
7993	1.0
7966	1.0
7669	1.0
7544	1.0
7542	1.0
7527	1.0
7522	0.3333
7204	1.0
7079	1.0
7062	1.0
7043	1.0
7034	0.1667
6849	1.0
6750	1.0
6739	1.0
6501	1.0
6462	1.0
6437	1.0
6381	1.0
6104	1.0
6018	1.0
5498	1.0
5393	1.0
5336	1.0
5311	1.0
5243	1.0
5012	1.0
4985	1.0
4208	1.0
3655	1.0
3487	1.0
2573	1.0
2556	1.0
2552	1.0
2410	1.0
1960	1.0
1825	1.0
1753	1.0
1528	1.0
873	1.0
555	1.0
708	1.0
1695	1.0
1825	1.0
1864	1.0
2007	1.0
2810	1.0
3209	1.0
4085	1.0
4380	1.0
4911	1.0
4951	0.1667
5164	1.0
5624	1.0
7736	1.0
7785	1.0
7941	1.0
7969	1.0
7970	1.0
7971	1.0
7981	1.0
7989	1.0
7990	1.0
8007	1.0
8065	1.0
8074	1.0
8075	1.0
8082	1.0
8083	1.0
8092	1.0
8100	1.0
8145	1.0
8146	1.0
8188	1.0
8218	1.0
8219	1.0
8230	0.5238
8318	1.0
8435	1.0
8501	1.0
8502	1.0
8503	1.0
8506	1.0
8563	1.0
8673	1.0
8687	1.0
8730	1.0
8798	1.0
8799	1.0
8832	1.0
8850	1.0
8852	1.0
8926	0.4444
8936	1.0
9057	1.0
9058	1.0
9078	1.0
9225	1.0
9248	1.0
9258	1.0
9259	1.0
9260	1.0
9269	0.1667
9280	1.0
9281	1.0
9358	1.0
9372	1.0
9415	1.0
9417	1.0
9440	1.0
9484	1.0
9485	1.0
9518	1.0
9536	1.0
9538	1.0
9612	0.0476
9622	1.0
9744	1.0
9749	1.0
9650	1.0
9596	1.0
9587	1.0
9583	1.0
9513	1.0
9318	1.0
9289	1.0
9288	1.0
9224	1.0
9157	1.0
9032	1.0
9024	1.0
9023	1.0
9014	0.1667
9008	0.0476
8690	1.0
8563	1.0
8555	1.0
8548	1.0
8521	1.0
8224	1.0
8099	1.0
8097	1.0
8082	1.0
8077	0.3333
7759	1.0
7634	1.0
7617	1.0
7598	1.0
7589	0.1667
7404	1.0
7305	1.0
7294	1.0
7209	1.0
7170	1.0
7145	1.0
7089	1.0
6812	1.0
6726	1.0
6206	1.0
6101	1.0
6044	1.0
6019	1.0
5951	1.0
5720	1.0
5693	1.0
4916	1.0
4363	1.0
4195	1.0
3281	1.0
3264	1.0
3260	1.0
3118	1.0
2668	1.0
2533	1.0
2461	1.0
2236	1.0
1581	1.0
1263	1.0
708	1.0
987	1.0
1117	1.0
1156	1.0
1299	1.0
2102	1.0
2501	1.0
3377	1.0
3672	1.0
4203	1.0
4243	0.1667
4456	1.0
4916	1.0
7028	1.0
7077	1.0
7233	1.0
7261	1.0
7262	1.0
7263	1.0
7273	1.0
7281	1.0
7282	1.0
7299	1.0
7357	1.0
7366	1.0
7367	1.0
7374	1.0
7375	1.0
7384	1.0
7392	1.0
7437	1.0
7438	1.0
7480	1.0
7510	1.0
7511	1.0
7522	0.5238
7610	1.0
7727	1.0
7793	1.0
7794	1.0
7795	1.0
7798	1.0
7855	1.0
7965	1.0
7979	1.0
8022	1.0
8090	1.0
8091	1.0
8124	1.0
8142	1.0
8144	1.0
8218	0.4444
8228	1.0
8349	1.0
8350	1.0
8370	1.0
8517	1.0
8540	1.0
8550	1.0
8551	1.0
8552	1.0
8561	0.1667
8572	1.0
8573	1.0
8650	1.0
8664	1.0
8707	1.0
8709	1.0
8732	1.0
8776	1.0
8777	1.0
8810	1.0
8828	1.0
8830	1.0
8904	0.0476
8914	1.0
9036	1.0
9041	1.0
9174	1.0
9228	1.0
9237	1.0
9241	1.0
9311	1.0
9506	1.0
9535	1.0
9536	1.0
9600	1.0
9667	1.0
9740	1.0
9732	1.0
9731	1.0
9722	0.1667
9716	0.0476
9398	1.0
9271	1.0
9263	1.0
9256	1.0
9229	1.0
8932	1.0
8807	1.0
8805	1.0
8790	1.0
8785	0.3333
8467	1.0
8342	1.0
8325	1.0
8306	1.0
8297	0.1667
8112	1.0
8013	1.0
8002	1.0
8196	1.0
8157	1.0
8132	1.0
8076	1.0
7799	1.0
7713	1.0
7193	1.0
7088	1.0
7031	0.3333
7006	1.0
6938	1.0
6707	1.0
6680	1.0
5903	1.0
5350	1.0
5182	1.0
4268	1.0
4251	1.0
4247	1.0
4105	1.0
3655	1.0
3520	1.0
3448	1.0
3223	1.0
2568	1.0
2250	1.0
1695	1.0
987	1.0
130	1.0
169	1.0
312	1.0
1115	1.0
1514	1.0
2390	1.0
2685	1.0
3216	1.0
3256	0.1667
3469	1.0
3929	1.0
6041	1.0
6090	1.0
6246	1.0
6274	1.0
6275	0.0476
6276	1.0
6286	1.0
6294	1.0
6295	1.0
6312	1.0
6370	1.0
6379	1.0
6380	0.4444
6387	1.0
6388	0.0476
6397	1.0
6405	0.4444
6450	1.0
6451	1.0
6493	1.0
6523	1.0
6524	1.0
6535	1.0
6623	1.0
6740	1.0
6806	1.0
6807	1.0
6808	1.0
6811	1.0
6868	1.0
6978	1.0
6992	1.0
7035	0.3333
7103	0.0476
7104	0.0476
7137	0.0476
7155	0.1667
7157	0.3333
7231	1.0
7241	1.0
7362	0.0476
7363	1.0
7383	0.0476
7530	1.0
7553	1.0
7563	1.0
7564	1.0
7565	1.0
7574	1.0
7585	1.0
7586	1.0
7663	1.0
7677	1.0
7720	1.0
7722	1.0
7745	1.0
7789	1.0
7790	1.0
7823	1.0
7841	0.1667
7843	0.1667
7917	1.0
7927	1.0
8049	1.0
8054	1.0
8187	0.5238
8241	0.1667
8250	0.4444
8254	0.1667
8324	1.0
8519	1.0
8548	1.0
8549	1.0
8613	1.0
8680	1.0
8805	1.0
8813	1.0
8814	1.0
8823	1.0
8829	1.0
9147	1.0
