Len	LD
9274	1.0
9282	1.0
9289	0.0476
9316	0.5238
9613	1.0
9738	0.1667
9740	0.1667
9755	1.0
9760	1.0
9454	1.0
9329	1.0
9312	1.0
9293	0.1667
9284	0.1667
9099	1.0
9000	1.0
8989	1.0
8326	1.0
8287	1.0
8262	1.0
8206	1.0
7929	1.0
7843	1.0
7323	1.0
7218	1.0
7161	1.0
7136	1.0
7068	1.0
6837	1.0
6810	1.0
6033	1.0
5480	1.0
5312	1.0
4398	1.0
4381	1.0
4377	1.0
4235	1.0
3785	1.0
3650	1.0
3578	1.0
3353	1.0
2698	1.0
2380	1.0
1825	1.0
1117	1.0
130	1.0
39	1.0
182	1.0
985	1.0
1384	1.0
2260	1.0
2555	1.0
3086	1.0
3126	0.1667
3339	1.0
3799	1.0
5911	1.0
5960	1.0
6116	1.0
6144	1.0
6145	1.0
6146	1.0
6156	1.0
6164	1.0
6165	1.0
6182	1.0
6240	1.0
6249	1.0
6250	1.0
6257	1.0
6258	1.0
6267	1.0
6275	1.0
6320	1.0
6321	1.0
6363	1.0
6393	1.0
6394	1.0
6405	0.5238
6493	1.0
6610	1.0
6676	1.0
6677	1.0
6678	1.0
6681	1.0
6738	1.0
6848	1.0
6862	1.0
6905	1.0
6973	1.0
6974	1.0
7007	1.0
7025	1.0
7027	1.0
7101	0.4444
7111	1.0
7232	1.0
7233	1.0
7253	1.0
7400	1.0
7423	1.0
7433	1.0
7434	1.0
7435	1.0
7444	0.1667
7455	1.0
7456	1.0
7533	1.0
7547	1.0
7590	1.0
7592	1.0
7615	1.0
7659	1.0
7660	1.0
7693	1.0
7711	1.0
7713	1.0
7787	0.0476
7797	1.0
7919	1.0
7924	1.0
8057	1.0
8111	1.0
8120	1.0
8124	1.0
8194	1.0
8389	1.0
8418	1.0
8419	1.0
8483	1.0
8550	1.0
8675	1.0
8683	1.0
8684	1.0
8693	0.1667
8699	0.0476
9017	1.0
9144	1.0
9152	1.0
9159	1.0
9186	1.0
9483	1.0
9608	1.0
9610	1.0
9625	1.0
9630	0.3333
9584	1.0
9459	1.0
9442	1.0
9423	1.0
9414	0.1667
9229	1.0
9130	1.0
9119	1.0
8365	1.0
8326	1.0
8301	1.0
8245	1.0
7968	1.0
7882	1.0
7362	1.0
7257	1.0
7200	1.0
7175	1.0
7107	1.0
6876	1.0
6849	1.0
6072	1.0
5519	1.0
5351	1.0
4437	1.0
4420	1.0
4416	1.0
4274	1.0
3824	1.0
3689	1.0
3617	1.0
3392	1.0
2737	1.0
2419	1.0
1864	1.0
1156	1.0
169	1.0
39	1.0
143	1.0
946	1.0
1345	1.0
2221	1.0
2516	1.0
3047	1.0
3087	0.1667
3300	1.0
3760	1.0
5872	1.0
5921	1.0
6077	1.0
6105	1.0
6106	1.0
6107	1.0
6117	1.0
6125	1.0
6126	1.0
6143	1.0
6201	1.0
6210	1.0
6211	1.0
6218	1.0
6219	1.0
6228	1.0
6236	1.0
6281	1.0
6282	1.0
6324	1.0
6354	1.0
6355	1.0
6366	0.5238
6454	1.0
6571	1.0
6637	1.0
6638	1.0
6639	1.0
6642	1.0
6699	1.0
6809	1.0
6823	1.0
6866	1.0
6934	1.0
6935	1.0
6968	1.0
6986	1.0
6988	1.0
7062	0.4444
7072	1.0
7193	1.0
7194	1.0
7214	1.0
7361	1.0
7384	1.0
7394	1.0
7395	1.0
7396	1.0
7405	0.1667
7416	1.0
7417	1.0
7494	1.0
7508	1.0
7551	1.0
7553	1.0
7576	1.0
7620	1.0
7621	1.0
7654	1.0
7672	1.0
7674	1.0
7748	0.0476
7758	1.0
7880	1.0
7885	1.0
8018	1.0
8072	1.0
8081	1.0
8085	1.0
8155	1.0
8350	1.0
8379	1.0
8380	1.0
8444	1.0
8511	1.0
8636	1.0
8644	1.0
8645	1.0
8654	0.1667
8660	0.0476
8978	1.0
9105	1.0
9113	1.0
9120	1.0
9147	1.0
9444	1.0
9569	1.0
9571	1.0
9586	1.0
9591	0.3333
9623	1.0
9498	1.0
9481	1.0
9462	1.0
9453	0.1667
9268	1.0
9169	1.0
9158	1.0
8508	1.0
8469	1.0
8444	1.0
8388	1.0
8111	1.0
8025	1.0
7505	1.0
7400	1.0
7343	1.0
7318	1.0
7250	1.0
7019	1.0
6992	1.0
6215	1.0
5662	1.0
5494	1.0
4580	1.0
4563	1.0
4559	1.0
4417	1.0
3967	1.0
3832	1.0
3760	1.0
3535	1.0
2880	1.0
2562	1.0
2007	1.0
1299	1.0
312	1.0
182	1.0
143	1.0
803	1.0
1202	1.0
2078	1.0
2373	1.0
2904	1.0
2944	0.1667
3157	1.0
3617	1.0
5729	1.0
5778	1.0
5934	1.0
5962	1.0
5963	1.0
5964	1.0
5974	1.0
5982	1.0
5983	1.0
6000	1.0
6058	1.0
6067	1.0
6068	1.0
6075	1.0
6076	1.0
6085	1.0
6093	1.0
6138	1.0
6139	1.0
6181	1.0
6211	1.0
6212	1.0
6223	0.5238
6311	1.0
6428	1.0
6494	1.0
6495	1.0
6496	1.0
6499	1.0
6556	1.0
6666	1.0
6680	1.0
6723	1.0
6791	1.0
6792	1.0
6825	1.0
6843	1.0
6845	1.0
6919	0.4444
6929	1.0
7050	1.0
7051	1.0
7071	1.0
7218	1.0
7241	1.0
7251	1.0
7252	1.0
7253	1.0
7262	0.1667
7273	1.0
7274	1.0
7351	1.0
7365	1.0
7408	1.0
7410	1.0
7433	1.0
7477	1.0
7478	1.0
7511	1.0
7529	1.0
7531	1.0
7605	0.0476
7615	1.0
7737	1.0
7742	1.0
7875	1.0
7929	1.0
7938	1.0
7942	1.0
8012	1.0
8207	1.0
8236	1.0
8237	1.0
8301	1.0
8368	1.0
8493	1.0
8501	1.0
8502	1.0
8511	0.1667
8517	0.0476
8835	1.0
8962	1.0
8970	1.0
8977	1.0
9004	1.0
9301	1.0
9426	1.0
9428	1.0
9443	1.0
9448	0.3333
9766	1.0
9641	1.0
9624	1.0
9605	1.0
9596	0.1667
9411	1.0
9312	1.0
9301	1.0
9311	1.0
9272	1.0
9247	1.0
9191	1.0
8914	1.0
8828	1.0
8308	1.0
8203	1.0
8146	1.0
8121	1.0
8053	1.0
7822	1.0
7795	1.0
7018	1.0
6465	1.0
6297	1.0
5383	1.0
5366	1.0
5362	1.0
5220	1.0
4770	1.0
4635	1.0
4563	1.0
4338	1.0
3683	1.0
3365	1.0
2810	1.0
2102	1.0
1115	1.0
985	1.0
946	1.0
803	1.0
399	1.0
1275	1.0
1570	1.0
2101	1.0
2141	0.1667
2354	1.0
2814	1.0
4926	1.0
4975	1.0
5131	1.0
5159	1.0
5160	1.0
5161	1.0
5171	1.0
5179	1.0
5180	1.0
5197	1.0
5255	1.0
5264	1.0
5265	1.0
5272	1.0
5273	1.0
5282	1.0
5290	1.0
5335	1.0
5336	1.0
5378	1.0
5408	1.0
5409	1.0
5420	0.5238
5508	1.0
5625	1.0
5691	1.0
5692	1.0
5693	1.0
5696	1.0
5753	1.0
5863	1.0
5877	1.0
5920	1.0
5988	1.0
5989	1.0
6022	1.0
6040	1.0
6042	1.0
6116	0.4444
6126	1.0
6247	1.0
6248	1.0
6268	1.0
6415	1.0
6438	1.0
6448	1.0
6449	1.0
6450	1.0
6459	0.1667
6470	1.0
6471	1.0
6548	1.0
6562	1.0
6605	1.0
6607	1.0
6630	1.0
6674	1.0
6675	1.0
6708	1.0
6726	1.0
6728	1.0
6802	0.0476
6812	1.0
6934	1.0
6939	1.0
7072	1.0
7126	1.0
7135	1.0
7139	1.0
7209	1.0
7404	1.0
7433	1.0
7434	1.0
7498	1.0
7565	1.0
7690	1.0
7698	1.0
7699	1.0
7708	0.1667
7714	0.0476
8032	1.0
8159	1.0
8167	1.0
8174	1.0
8201	1.0
8498	1.0
8623	1.0
8625	1.0
8640	1.0
8645	0.3333
8963	1.0
9088	1.0
9105	1.0
9124	1.0
9133	0.1667
9318	1.0
9417	1.0
9428	1.0
9710	1.0
9671	1.0
9646	1.0
9590	1.0
9313	1.0
9227	1.0
8707	1.0
8602	1.0
8545	1.0
8520	1.0
8452	1.0
8221	1.0
8194	1.0
7417	1.0
6864	1.0
6696	1.0
5782	1.0
5765	1.0
5761	1.0
5619	1.0
5169	1.0
5034	1.0
4962	1.0
4737	1.0
4082	1.0
3764	1.0
3209	1.0
2501	1.0
1514	1.0
1384	1.0
1345	1.0
1202	1.0
399	1.0
876	1.0
1171	1.0
1702	1.0
1742	0.1667
1955	1.0
2415	1.0
4527	1.0
4576	1.0
4732	1.0
4760	1.0
4761	1.0
4762	1.0
4772	1.0
4780	1.0
4781	1.0
4798	1.0
4856	1.0
4865	1.0
4866	1.0
4873	1.0
4874	1.0
4883	1.0
4891	1.0
4936	1.0
4937	1.0
4979	1.0
5009	1.0
5010	1.0
5021	0.5238
5109	1.0
5226	1.0
5292	1.0
5293	1.0
5294	1.0
5297	1.0
5354	1.0
5464	1.0
5478	1.0
5521	1.0
5589	1.0
5590	1.0
5623	1.0
5641	1.0
5643	1.0
5717	0.4444
5727	1.0
5848	1.0
5849	1.0
5869	1.0
6016	1.0
6039	1.0
6049	1.0
6050	1.0
6051	1.0
6060	0.1667
6071	1.0
6072	1.0
6149	1.0
6163	1.0
6206	1.0
6208	1.0
6231	1.0
6275	1.0
6276	1.0
6309	1.0
6327	1.0
6329	1.0
6403	0.0476
6413	1.0
6535	1.0
6540	1.0
6673	1.0
6727	1.0
6736	1.0
6740	1.0
6810	1.0
7005	1.0
7034	1.0
7035	1.0
7099	1.0
7166	1.0
7291	1.0
7299	1.0
7300	1.0
7309	0.1667
7315	0.0476
7633	1.0
7760	1.0
7768	1.0
7775	1.0
7802	1.0
8099	1.0
8224	1.0
8226	1.0
8241	1.0
8246	0.3333
8564	1.0
8689	1.0
8706	1.0
8725	1.0
8734	0.1667
8919	1.0
9018	1.0
9029	1.0
8946	1.0
8985	1.0
9010	1.0
9066	1.0
9343	1.0
9429	1.0
9583	1.0
9478	1.0
9421	1.0
9396	1.0
9328	1.0
9097	1.0
9070	1.0
8293	1.0
7740	1.0
7572	1.0
6658	1.0
6641	1.0
6637	1.0
6495	1.0
6045	1.0
5910	1.0
5838	1.0
5613	1.0
4958	1.0
4640	1.0
4085	1.0
3377	1.0
2390	1.0
2260	1.0
2221	1.0
2078	1.0
1275	1.0
876	1.0
295	1.0
826	1.0
866	0.1667
1079	1.0
1539	1.0
3651	1.0
3700	1.0
3856	1.0
3884	1.0
3885	1.0
3886	1.0
3896	1.0
3904	1.0
3905	1.0
3922	1.0
3980	1.0
3989	1.0
3990	1.0
3997	1.0
3998	1.0
4007	1.0
4015	1.0
4060	1.0
4061	1.0
4103	1.0
4133	1.0
4134	1.0
4145	0.5238
4233	1.0
4350	1.0
4416	1.0
4417	1.0
4418	1.0
4421	1.0
4478	1.0
4588	1.0
4602	1.0
4645	1.0
4713	1.0
4714	1.0
4747	1.0
4765	1.0
4767	1.0
4841	0.4444
4851	1.0
4972	1.0
4973	1.0
4993	1.0
5140	1.0
5163	1.0
5173	1.0
5174	1.0
5175	1.0
5184	0.1667
5195	1.0
5196	1.0
5273	1.0
5287	1.0
5330	1.0
5332	1.0
5355	1.0
5399	1.0
5400	1.0
5433	1.0
5451	1.0
5453	1.0
5527	0.0476
5537	1.0
5659	1.0
5664	1.0
5797	1.0
5851	1.0
5860	1.0
5864	1.0
5934	1.0
6129	1.0
6158	1.0
6159	1.0
6223	1.0
6290	1.0
6415	1.0
6423	1.0
6424	1.0
6433	0.1667
6439	0.0476
6757	1.0
6884	1.0
6892	1.0
6899	1.0
6926	1.0
7223	1.0
7348	1.0
7350	1.0
7365	1.0
7370	0.3333
7688	1.0
7813	1.0
7830	1.0
7849	1.0
7858	0.1667
8043	1.0
8142	1.0
8153	1.0
8651	1.0
8690	1.0
8715	1.0
8771	1.0
9048	1.0
9134	1.0
9654	1.0
9759	1.0
9716	1.0
9691	1.0
9623	1.0
9392	1.0
9365	1.0
8588	1.0
8035	1.0
7867	1.0
6953	1.0
6936	1.0
6932	1.0
6790	1.0
6340	1.0
6205	1.0
6133	1.0
5908	1.0
5253	1.0
4935	1.0
4380	1.0
3672	1.0
2685	1.0
2555	1.0
2516	1.0
2373	1.0
1570	1.0
1171	1.0
295	1.0
531	1.0
571	0.1667
784	1.0
1244	1.0
3356	1.0
3405	1.0
3561	1.0
3589	1.0
3590	1.0
3591	1.0
3601	1.0
3609	1.0
3610	1.0
3627	1.0
3685	1.0
3694	1.0
3695	1.0
3702	1.0
3703	1.0
3712	1.0
3720	1.0
3765	1.0
3766	1.0
3808	1.0
3838	1.0
3839	1.0
3850	0.5238
3938	1.0
4055	1.0
4121	1.0
4122	1.0
4123	1.0
4126	1.0
4183	1.0
4293	1.0
4307	1.0
4350	1.0
4418	1.0
4419	1.0
4452	1.0
4470	1.0
4472	1.0
4546	0.4444
4556	1.0
4677	1.0
4678	1.0
4698	1.0
4845	1.0
4868	1.0
4878	1.0
4879	1.0
4880	1.0
4889	0.1667
4900	1.0
4901	1.0
4978	1.0
4992	1.0
5035	1.0
5037	1.0
5060	1.0
5104	1.0
5105	1.0
5138	1.0
5156	1.0
5158	1.0
5232	0.0476
5242	1.0
5364	1.0
5369	1.0
5502	1.0
5556	1.0
5565	1.0
5569	1.0
5639	1.0
5834	1.0
5863	1.0
5864	1.0
5928	1.0
5995	1.0
6120	1.0
6128	1.0
6129	1.0
6138	0.1667
6144	0.0476
6462	1.0
6589	1.0
6597	1.0
6604	1.0
6631	1.0
6928	1.0
7053	1.0
7055	1.0
7070	1.0
7075	0.3333
7393	1.0
7518	1.0
7535	1.0
7554	1.0
7563	0.1667
7748	1.0
7847	1.0
7858	1.0
8120	1.0
8159	1.0
8184	1.0
8240	1.0
8517	1.0
8603	1.0
9123	1.0
9228	1.0
9285	1.0
9310	1.0
9378	1.0
9609	1.0
9636	1.0
9119	1.0
8566	1.0
8398	1.0
7484	1.0
7467	1.0
7463	1.0
7321	1.0
6871	1.0
6736	1.0
6664	1.0
6439	1.0
5784	1.0
5466	1.0
4911	1.0
4203	1.0
3216	1.0
3086	1.0
3047	1.0
2904	1.0
2101	1.0
1702	1.0
826	1.0
531	1.0
40	0.1667
253	1.0
713	1.0
2825	1.0
2874	1.0
3030	1.0
3058	1.0
3059	1.0
3060	1.0
3070	1.0
3078	1.0
3079	1.0
3096	1.0
3154	1.0
3163	1.0
3164	1.0
3171	1.0
3172	1.0
3181	1.0
3189	1.0
3234	1.0
3235	1.0
3277	1.0
3307	1.0
3308	1.0
3319	0.5238
3407	1.0
3524	1.0
3590	1.0
3591	1.0
3592	1.0
3595	1.0
3652	1.0
3762	1.0
3776	1.0
3819	1.0
3887	1.0
3888	1.0
3921	1.0
3939	1.0
3941	1.0
4015	0.4444
4025	1.0
4146	1.0
4147	1.0
4167	1.0
4314	1.0
4337	1.0
4347	1.0
4348	1.0
4349	1.0
4358	0.1667
4369	1.0
4370	1.0
4447	1.0
4461	1.0
4504	1.0
4506	1.0
4529	1.0
4573	1.0
4574	1.0
4607	1.0
4625	1.0
4627	1.0
4701	0.0476
4711	1.0
4833	1.0
4838	1.0
4971	1.0
5025	1.0
5034	1.0
5038	1.0
5108	1.0
5303	1.0
5332	1.0
5333	1.0
5397	1.0
5464	1.0
5589	1.0
5597	1.0
5598	1.0
5607	0.1667
5613	0.0476
5931	1.0
6058	1.0
6066	1.0
6073	1.0
6100	1.0
6397	1.0
6522	1.0
6524	1.0
6539	1.0
6544	0.3333
6862	1.0
6987	1.0
7004	1.0
7023	1.0
7032	0.1667
7217	1.0
7316	1.0
7327	1.0
8080	0.1667
8119	0.1667
8144	0.1667
8200	0.1667
8477	0.1667
8563	0.1667
9083	0.1667
9188	0.1667
9245	0.5
9270	0.1667
9338	0.1667
9569	0.1667
9596	0.1667
9159	0.5
8606	0.1667
8438	0.1667
7524	0.1667
7507	0.1667
7503	0.1667
7361	0.5
6911	0.1667
6776	0.1667
6704	0.1667
6479	0.1667
5824	0.1667
5506	0.1667
4951	0.1667
4243	0.1667
3256	0.1667
3126	0.1667
3087	0.1667
2944	0.1667
2141	0.1667
1742	0.1667
866	0.1667
571	0.1667
40	0.1667
213	0.1667
673	0.1667
2785	0.1667
2834	0.1667
2990	0.5
3018	0.5
3019	0.1667
3020	0.5
3030	0.1667
3038	0.1667
3039	0.1667
3056	0.5
3114	0.1667
3123	0.1667
3124	1.0
3131	0.1667
3132	1.0
3141	0.1667
3149	1.0
3194	0.1667
3195	0.1667
3237	0.5
3267	0.1667
3268	0.1667
3279	0.1667
3367	0.1667
3484	0.1667
3550	0.1667
3551	0.5
3552	0.1667
3555	0.375
3612	0.375
3722	0.1667
3736	0.5
3779	0.5
3847	0.1667
3848	0.1667
3881	1.0
3899	0.1667
3901	0.5
3975	0.375
3985	0.1667
4106	1.0
4107	0.5
4127	0.4444
4274	0.375
4297	0.4444
4307	0.1667
4308	0.1667
4309	0.1667
4318	0.375
4329	0.1667
4330	0.1667
4407	0.1667
4421	0.5
4464	0.1667
4466	0.1667
4489	0.5
4533	0.5
4534	0.5
4567	0.1667
4585	0.375
4587	0.375
4661	1.0
4671	0.1667
4793	0.5
4798	0.1667
4931	1.0
4985	0.375
4994	0.1667
4998	0.1667
5068	0.1667
5263	0.1667
5292	0.1667
5293	0.1667
5357	0.1667
5424	0.1667
5549	0.1667
5557	0.1667
5558	0.375
5567	0.375
5573	0.4444
5891	0.1667
6018	0.1667
6026	0.1667
6033	1.0
6060	0.4444
6357	0.1667
6482	0.375
6484	0.375
6499	0.5
6504	0.0
6822	0.1667
6947	0.1667
6964	0.1667
6983	0.375
6992	0.5833
7177	0.1667
7276	0.1667
7287	0.1667
7867	1.0
7906	1.0
7931	1.0
7987	1.0
8264	1.0
8350	1.0
8870	1.0
8975	1.0
9032	0.3333
9057	1.0
9125	1.0
9356	1.0
9383	1.0
9372	1.0
8819	1.0
8651	1.0
7737	1.0
7720	1.0
7716	1.0
7574	1.0
7124	1.0
6989	1.0
6917	1.0
6692	1.0
6037	1.0
5719	1.0
5164	1.0
4456	1.0
3469	1.0
3339	1.0
3300	1.0
3157	1.0
2354	1.0
1955	1.0
1079	1.0
784	1.0
253	1.0
213	0.1667
460	1.0
2572	1.0
2621	1.0
2777	1.0
2805	1.0
2806	0.0476
2807	1.0
2817	1.0
2825	1.0
2826	1.0
2843	1.0
2901	1.0
2910	1.0
2911	0.4444
2918	1.0
2919	0.0476
2928	1.0
2936	0.4444
2981	1.0
2982	1.0
3024	1.0
3054	1.0
3055	1.0
3066	1.0
3154	1.0
3271	1.0
3337	1.0
3338	1.0
3339	1.0
3342	1.0
3399	1.0
3509	1.0
3523	1.0
3566	0.3333
3634	0.0476
3635	0.0476
3668	0.0476
3686	0.1667
3688	0.3333
3762	1.0
3772	1.0
3893	0.0476
3894	1.0
3914	0.0476
4061	1.0
4084	1.0
4094	1.0
4095	1.0
4096	1.0
4105	1.0
4116	1.0
4117	1.0
4194	1.0
4208	1.0
4251	1.0
4253	1.0
4276	1.0
4320	1.0
4321	1.0
4354	1.0
4372	0.1667
4374	0.1667
4448	1.0
4458	1.0
4580	1.0
4585	1.0
4718	0.5238
4772	0.1667
4781	0.4444
4785	0.1667
4855	1.0
5050	1.0
5079	1.0
5080	1.0
5144	1.0
5211	1.0
5336	1.0
5344	1.0
5345	1.0
5354	1.0
5360	1.0
5678	1.0
5805	1.0
5813	1.0
5820	0.0476
5847	0.5238
6144	1.0
6269	0.1667
6271	0.1667
6286	1.0
6291	1.0
6609	1.0
6734	1.0
6751	1.0
6770	0.1667
6779	0.1667
6964	1.0
7063	1.0
7074	1.0
7407	1.0
7446	1.0
7471	1.0
7527	1.0
7804	1.0
7890	1.0
8410	1.0
8515	1.0
8572	1.0
8597	1.0
8665	1.0
8896	1.0
8923	1.0
9700	1.0
9279	1.0
9111	1.0
8197	1.0
8180	1.0
8176	1.0
8034	1.0
7584	1.0
7449	1.0
7377	1.0
7152	1.0
6497	1.0
6179	1.0
5624	1.0
4916	1.0
3929	1.0
3799	1.0
3760	1.0
3617	1.0
2814	1.0
2415	1.0
1539	1.0
1244	1.0
713	1.0
673	0.1667
460	1.0
2112	1.0
2161	1.0
2317	1.0
2345	1.0
2346	1.0
2347	1.0
2357	1.0
2365	1.0
2366	1.0
2383	1.0
2441	1.0
2450	1.0
2451	1.0
2458	1.0
2459	1.0
2468	1.0
2476	1.0
2521	1.0
2522	1.0
2564	1.0
2594	1.0
2595	1.0
2606	0.5238
2694	1.0
2811	1.0
2877	1.0
2878	1.0
2879	1.0
2882	1.0
2939	1.0
3049	1.0
3063	1.0
3106	1.0
3174	1.0
3175	1.0
3208	1.0
3226	1.0
3228	1.0
3302	0.4444
3312	1.0
3433	1.0
3434	1.0
3454	1.0
3601	1.0
3624	1.0
3634	1.0
3635	1.0
3636	1.0
3645	0.1667
3656	1.0
3657	1.0
3734	1.0
3748	1.0
3791	1.0
3793	1.0
3816	1.0
3860	1.0
3861	1.0
3894	1.0
3912	1.0
3914	1.0
3988	0.0476
3998	1.0
4120	1.0
4125	1.0
4258	1.0
4312	1.0
4321	1.0
4325	1.0
4395	1.0
4590	1.0
4619	1.0
4620	1.0
4684	1.0
4751	1.0
4876	1.0
4884	1.0
4885	1.0
4894	0.1667
4900	0.0476
5218	1.0
5345	1.0
5353	1.0
5360	1.0
5387	1.0
5684	1.0
5809	1.0
5811	1.0
5826	1.0
5831	0.3333
6149	1.0
6274	1.0
6291	1.0
6310	1.0
6319	0.1667
6504	1.0
6603	1.0
6614	1.0
5295	1.0
5334	1.0
5359	1.0
5415	1.0
5692	1.0
5778	1.0
6298	1.0
6403	1.0
6460	1.0
6485	1.0
6553	1.0
6784	1.0
6811	1.0
7588	0.0
8141	1.0
8309	1.0
9223	1.0
9240	1.0
9244	1.0
9386	0.0
9696	1.0
9561	1.0
9489	1.0
9264	1.0
8609	1.0
8291	1.0
7736	1.0
7028	1.0
6041	1.0
5911	1.0
5872	1.0
5729	1.0
4926	1.0
4527	1.0
3651	1.0
3356	1.0
2825	1.0
2785	0.1667
2572	1.0
2112	1.0
49	1.0
205	0.0
233	0.0
234	0.4444
235	0.0
245	1.0
253	1.0
254	1.0
271	0.0
329	1.0
338	1.0
339	0.1667
346	1.0
347	0.4444
356	1.0
364	0.1667
409	1.0
410	1.0
452	0.0
482	1.0
483	1.0
494	0.1667
582	1.0
699	1.0
765	1.0
766	0.0
767	1.0
770	0.375
827	0.375
937	1.0
951	0.0
994	0.5
1062	0.4444
1063	0.4444
1096	0.4444
1114	0.5833
1116	1.0
1190	0.1667
1200	1.0
1321	0.4444
1322	0.0
1342	0.4444
1489	0.375
1512	1.0
1522	0.375
1523	0.375
1524	1.0
1533	1.0
1544	1.0
1545	1.0
1622	1.0
1636	0.0
1679	1.0
1681	1.0
1704	0.0
1748	0.0
1749	0.0
1782	1.0
1800	1.0
1802	1.0
1876	0.4444
1886	1.0
2008	0.0
2013	1.0
2146	0.1667
2200	1.0
2209	0.1667
2213	0.5833
2283	1.0
2478	1.0
2507	1.0
2508	1.0
2572	1.0
2639	1.0
2764	1.0
2772	1.0
2773	0.375
2782	1.0
2788	0.4444
3106	1.0
3233	1.0
3241	1.0
3248	0.4444
3275	0.1667
3572	1.0
3697	1.0
3699	1.0
3714	0.0
3719	1.0
4037	1.0
4162	1.0
4179	1.0
4198	1.0
4207	0.1667
4392	1.0
4491	1.0
4502	1.0
5246	1.0
5285	1.0
5310	1.0
5366	1.0
5643	1.0
5729	1.0
6249	1.0
6354	1.0
6411	1.0
6436	1.0
6504	1.0
6735	1.0
6762	1.0
7539	1.0
8092	1.0
8260	1.0
9174	1.0
9191	1.0
9195	1.0
9337	1.0
9745	1.0
9610	1.0
9538	1.0
9313	1.0
8658	1.0
8340	1.0
7785	1.0
7077	1.0
6090	1.0
5960	1.0
5921	1.0
5778	1.0
4975	1.0
4576	1.0
3700	1.0
3405	1.0
2874	1.0
2834	0.1667
2621	1.0
2161	1.0
49	1.0
156	1.0
184	1.0
185	1.0
186	1.0
196	1.0
204	1.0
205	1.0
222	1.0
280	1.0
289	1.0
290	1.0
297	1.0
298	1.0
307	1.0
315	1.0
360	1.0
361	1.0
403	1.0
433	1.0
434	1.0
445	0.5238
533	1.0
650	1.0
716	1.0
717	1.0
718	1.0
721	1.0
778	1.0
888	1.0
902	1.0
945	1.0
1013	1.0
1014	1.0
1047	1.0
1065	1.0
1067	1.0
1141	0.4444
1151	1.0
1272	1.0
1273	1.0
1293	1.0
1440	1.0
1463	1.0
1473	1.0
1474	1.0
1475	1.0
1484	0.1667
1495	1.0
1496	1.0
1573	1.0
1587	1.0
1630	1.0
1632	1.0
1655	1.0
1699	1.0
1700	1.0
1733	1.0
1751	1.0
1753	1.0
1827	0.0476
1837	1.0
1959	1.0
1964	1.0
2097	1.0
2151	1.0
2160	1.0
2164	1.0
2234	1.0
2429	1.0
2458	1.0
2459	1.0
2523	1.0
2590	1.0
2715	1.0
2723	1.0
2724	1.0
2733	0.1667
2739	0.0476
3057	1.0
3184	1.0
3192	1.0
3199	1.0
3226	1.0
3523	1.0
3648	1.0
3650	1.0
3665	1.0
3670	0.3333
3988	1.0
4113	1.0
4130	1.0
4149	1.0
4158	0.1667
4343	1.0
4442	1.0
4453	1.0
5090	1.0
5129	1.0
5154	1.0
5210	1.0
5487	1.0
5573	1.0
6093	1.0
6198	1.0
6255	0.2
6280	1.0
6348	1.0
6579	1.0
6606	1.0
7383	0.2
7936	1.0
8104	1.0
9018	1.0
9035	1.0
9039	1.0
9181	0.2
9631	1.0
9766	1.0
9694	1.0
9469	1.0
8814	1.0
8496	1.0
7941	1.0
7233	1.0
6246	1.0
6116	1.0
6077	1.0
5934	1.0
5131	1.0
4732	1.0
3856	1.0
3561	1.0
3030	1.0
2990	0.5
2777	1.0
2317	1.0
205	0.0
156	1.0
28	0.2
29	0.3333
30	0.2
40	1.0
48	1.0
49	1.0
66	0.2
124	1.0
133	1.0
134	0.0
141	1.0
142	1.0
151	1.0
159	0.0
204	0.0
205	0.0
247	0.2
277	1.0
278	1.0
289	1.0
377	1.0
494	1.0
560	1.0
561	0.2
562	1.0
565	1.0
622	1.0
732	1.0
746	0.2
789	0.6
857	0.3333
858	0.3333
891	1.0
909	0.0
911	0.2
985	1.0
995	1.0
1116	0.3333
1117	0.2
1137	1.0
1284	0.5
1307	0.3333
1317	0.5
1318	0.5
1319	1.0
1328	0.5
1339	1.0
1340	1.0
1417	1.0
1431	0.2
1474	1.0
1476	1.0
1499	0.2
1543	0.2
1544	0.2
1577	1.0
1595	0.5
1597	0.5
1671	1.0
1681	1.0
1803	0.2
1808	1.0
1941	0.3333
1995	0.5
2004	0.5
2008	0.5
2078	1.0
2273	1.0
2302	1.0
2303	1.0
2367	1.0
2434	1.0
2559	1.0
2567	1.0
2568	0.5
2577	0.5
2583	0.3333
2901	1.0
3028	1.0
3036	1.0
3043	1.0
3070	1.0
3367	1.0
3492	0.5
3494	0.5
3509	0.2
3514	0.2
3832	1.0
3957	1.0
3974	1.0
3993	0.5
4002	0.5
4187	1.0
4286	1.0
4297	1.0
5062	1.0
5101	1.0
5126	1.0
5182	1.0
5459	1.0
5545	1.0
6065	1.0
6170	1.0
6227	0.2
6252	1.0
6320	1.0
6551	1.0
6578	1.0
7355	1.0
7908	1.0
8076	1.0
8990	1.0
9007	1.0
9011	1.0
9153	1.0
9603	1.0
9738	1.0
9722	1.0
9497	1.0
8842	1.0
8524	1.0
7969	1.0
7261	1.0
6274	1.0
6144	1.0
6105	1.0
5962	1.0
5159	1.0
4760	1.0
3884	1.0
3589	1.0
3058	1.0
3018	0.5
2805	1.0
2345	1.0
233	0.0
184	1.0
28	0.2
1	1.0
2	1.0
12	1.0
20	1.0
21	1.0
38	1.0
96	1.0
105	1.0
